Name,F1,F2,F3,F4,F5,F6,F7,F8,L
RA10_YEAST,0.61,0.39,0.53,0.14,0.5,0,0.43,0.26,2
RA14_YEAST,0.39,0.16,0.59,0.08,0.5,0,0.51,0.27,2
RA16_YEAST,0.33,0.28,0.5,0.4,0.5,0,0.46,0.61,2
RA18_YEAST,0.51,0.55,0.56,0.18,0.5,0,0.5,0.38,2
RAD2_YEAST,0.39,0.44,0.54,0.24,0.5,0,0.51,0.49,2
RA23_YEAST,0.43,0.48,0.53,0.18,0.5,0,0.46,0.22,2
RA26_YEAST,0.47,0.43,0.48,0.16,0.5,0,0.46,0.27,2
RAD3_YEAST,0.52,0.5,0.51,0.2,0.5,0,0.51,0.22,2
RAD4_YEAST,0.33,0.28,0.52,0.15,0.5,0,0.51,0.86,2
RAD5_YEAST,0.36,0.48,0.5,0.13,0.5,0,0.49,0.6,2
RA50_YEAST,0.45,0.54,0.49,0.29,0.5,0,0.49,0.25,2
RA51_YEAST,0.55,0.59,0.53,0.15,0.5,0,0.49,0.22,2
RA52_YEAST,0.31,0.39,0.55,0.28,0.5,0,0.46,0.31,2
RA54_YEAST,0.43,0.41,0.51,0.34,0.5,0,0.49,0.28,2
RA55_YEAST,0.64,0.5,0.53,0.1,0.5,0,0.51,0.22,2
RA57_YEAST,0.41,0.52,0.56,0.26,0.5,0,0.48,0.32,2
UBC2_YEAST,0.48,0.47,0.59,0.41,0.5,0,0.56,0.27,2
RAD7_YEAST,0.49,0.49,0.51,0.29,0.5,0,0.52,0.71,2
RAD9_YEAST,0.41,0.52,0.51,0.22,0.5,0,0.52,0.44,2
SRS2_YEAST,0.51,0.61,0.5,0.23,0.5,0,0.52,0.61,2
RAM1_YEAST,0.59,0.47,0.51,0.53,0.5,0,0.53,0.26,1
RAM2_YEAST,0.4,0.6,0.5,0.16,0.5,0,0.51,0.22,1
RAP1_YEAST,0.54,0.53,0.53,0.17,0.5,0,0.51,0.39,2
RAS1_YEAST,0.61,0.46,0.54,0.11,0.5,0,0.47,0.22,1
RAS2_YEAST,0.66,0.55,0.54,0.18,0.5,0,0.43,0.22,1
RAT1_YEAST,0.53,0.46,0.54,0.37,0.5,0,0.51,0.3,2
RCA1_YEAST,0.41,0.41,0.43,0.61,0.5,0,0.53,0.22,3
REB1_YEAST,0.58,0.31,0.6,0.12,0.5,0,0.47,0.33,2
R102_YEAST,0.49,0.67,0.5,0.28,0.5,0,0.43,0.22,2
R104_YEAST,0.44,0.33,0.55,0.16,0.5,0,0.49,0.22,2
R114_YEAST,0.44,0.45,0.53,0.19,0.5,0,0.41,0.28,2
RED1_YEAST,0.57,0.55,0.52,0.16,0.5,0,0.49,0.39,2
DPOX_YEAST,0.32,0.49,0.53,0.28,0.5,0,0.5,0.5,2
RFA1_YEAST,0.35,0.42,0.56,0.28,0.5,0,0.47,0.22,2
RFA2_YEAST,0.46,0.41,0.58,0.1,0.5,0,0.48,0.22,2
RFA3_YEAST,0.57,0.51,0.58,0.22,0.5,0,0.51,0.22,2
RFC2_YEAST,0.47,0.47,0.54,0.19,0.5,0,0.51,0.33,2
RFC3_YEAST,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22,2
RFC4_YEAST,0.55,0.45,0.58,0.25,0.5,0,0.49,0.22,2
RFT1_YEAST,0.4,0.66,0.34,0.21,0.5,0,0.52,0.26,2
RGM1_YEAST,0.42,0.21,0.59,0.3,0.5,0,0.47,0.27,2
RHO1_YEAST,0.6,0.48,0.46,0.32,0.5,0,0.4,0.33,1
RHO2_YEAST,0.64,0.44,0.51,0.35,0.5,0,0.53,0.22,1
RIF1_YEAST,0.35,0.4,0.44,0.25,0.5,0,0.53,0.57,2
RIM1_YEAST,0.55,0.38,0.64,0.42,0.5,0,0.47,0.22,3
RIM2_YEAST,0.45,0.43,0.5,0.25,0.5,0,0.47,0.22,3
UCRI_YEAST,0.47,0.53,0.48,0.51,0.5,0,0.54,0.22,3
RME1_YEAST,0.45,0.49,0.57,0.25,0.5,0,0.48,0.22,2
RNA1_YEAST,0.45,0.52,0.5,0.12,0.5,0,0.6,0.22,1
RN12_YEAST,0.56,0.51,0.32,0.49,0.5,0,0.48,0.22,2
RN14_YEAST,0.37,0.58,0.5,0.22,0.5,0,0.47,0.22,2
RN15_YEAST,0.47,0.45,0.51,0.33,0.5,0,0.46,0.26,2
ROX1_YEAST,0.5,0.36,0.64,0.37,0.5,0,0.37,0.33,2
ROX3_YEAST,0.43,0.44,0.64,0.19,0.5,0,0.38,0.33,2
RS3A_YEAST,0.38,0.4,0.59,0.25,0.5,0,0.44,0.22,1
RS3B_YEAST,0.39,0.39,0.59,0.25,0.5,0,0.45,0.22,1
R13A_YEAST,0.54,0.55,0.56,0.14,0.5,0,0.5,0.25,1
RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,1
RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,1
RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21,1
RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21,1
R17A_YEAST,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,1
R17B_YEAST,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,1
R61A_YEAST,0.51,0.39,0.58,0.19,0.5,0,0.47,0.22,1
RPA9_YEAST,0.72,0.51,0.52,0.08,0.5,0,0.54,0.22,2
RPA2_YEAST,0.35,0.41,0.53,0.27,0.5,0,0.47,0.29,2
RPA1_YEAST,0.56,0.49,0.54,0.15,0.5,0,0.5,0.35,2
RPA3_YEAST,0.57,0.37,0.43,0.27,0.5,0,0.53,0.28,2
RPBX_YEAST,0.57,0.49,0.61,0.26,0.5,0,0.52,0.22,2
RPBY_YEAST,0.48,0.45,0.63,0.19,0.5,0,0.58,0.22,2
RPB2_YEAST,0.34,0.48,0.47,0.19,0.5,0,0.5,0.3,2
RPB3_YEAST,0.54,0.57,0.55,0.18,0.5,0,0.5,0.22,2
RPB4_YEAST,0.38,0.44,0.55,0.44,0.5,0,0.47,0.51,2
RPB5_YEAST,0.4,0.3,0.57,0.13,0.5,0,0.46,0.22,2
RPB6_YEAST,0.27,0.31,0.55,0.13,0.5,0,0.5,0.22,2
RPB7_YEAST,0.52,0.46,0.56,0.25,0.5,0,0.52,0.22,2
RPB8_YEAST,0.44,0.5,0.55,0.24,0.5,0,0.48,0.22,2
RPB9_YEAST,0.34,0.47,0.48,0.32,0.5,0,0.42,0.22,2
RPCX_YEAST,0.5,0.56,0.63,0.25,0.5,0,0.42,0.22,2
RPC2_YEAST,0.46,0.53,0.47,0.37,0.5,0,0.51,0.36,2
RPC9_YEAST,0.31,0.6,0.65,0.18,0.5,0,0.46,0.22,2
RPC8_YEAST,0.57,0.42,0.63,0.22,0.5,0,0.68,0.32,2
RPC6_YEAST,0.37,0.45,0.53,0.14,0.5,0,0.49,0.22,2
RPC5_YEAST,0.38,0.38,0.54,0.24,0.5,0,0.54,0.22,2
RPC4_YEAST,0.36,0.49,0.55,0.21,0.5,0,0.55,0.33,2
RPC3_YEAST,0.29,0.4,0.5,0.16,0.5,0,0.51,0.34,2
RPD3_YEAST,0.37,0.3,0.51,0.15,0.5,0,0.58,0.26,2
RL1_YEAST,0.35,0.33,0.48,0.42,0.5,0,0.47,0.43,1
RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,1
RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,1
R14A_YEAST,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,1
R14B_YEAST,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,1
RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31,1
RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31,1
RL16_YEAST,0.61,0.53,0.59,0.17,0.5,0,0.44,0.28,1
RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,1
RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,1
R16A_YEAST,0.44,0.56,0.52,0.18,0.5,0,0.5,0.11,1
R16B_YEAST,0.36,0.56,0.52,0.18,0.5,0,0.45,0.16,1
RL17_YEAST,0.37,0.44,0.64,0.48,0.5,0,0.36,0.27,1
RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14,1
RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14,1
RL25_YEAST,0.44,0.36,0.64,0.45,0.5,0,0.53,0.11,1
RL27_YEAST,0.58,0.45,0.55,0.27,0.5,0,0.48,0.11,1
RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22,1
RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22,1
RL3A_YEAST,0.43,0.33,0.67,0.12,0.5,0,0.45,0.23,1
RL3B_YEAST,0.43,0.33,0.67,0.12,0.5,0,0.43,0.23,1
RL3E_YEAST,0.58,0.44,0.5,0.26,0.5,0,0.52,0.22,1
RL34_YEAST,0.38,0.43,0.53,0.22,0.5,0,0.48,0.11,1
R37A_YEAST,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,1
R37B_YEAST,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,1
RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,1
RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,1
RL46_YEAST,0.43,0.22,0.79,0.79,0.5,0,0.22,0,1
RL41_YEAST,0.35,0.21,1,0.8,0.5,0,0.13,0.01,1
RL41_YEAST,0.35,0.21,1,0.8,0.5,0,0.13,0.01,1
RL4A_YEAST,0.56,0.35,0.47,0.41,0.5,0,0.5,0.22,1
RL4B_YEAST,0.56,0.35,0.47,0.35,0.5,0,0.52,0.22,1
RL6_YEAST,0.54,0.44,0.55,0.48,0.5,0,0.47,0.22,1
RL71_YEAST,0.35,0.39,0.56,0.2,0.5,0,0.49,0.41,1
RL9_YEAST,0.48,0.46,0.58,0.16,0.5,0,0.45,0.22,1
RLA0_YEAST,0.48,0.55,0.48,0.1,0.5,0,0.55,0.22,1
RLA1_YEAST,0.66,0.6,0.52,0.19,0.5,0,0.69,0.22,1
RLA2_YEAST,0.69,0.54,0.55,0.23,0.5,0,0.73,0.22,1
RLA3_YEAST,0.73,0.6,0.47,0.2,0.5,0,0.72,0.22,1
RLA4_YEAST,0.78,0.82,0.56,0.21,0.5,0,0.69,0.22,1
RPM2_YEAST,0.42,0.49,0.49,0.36,0.5,0,0.57,0.26,3
RPB1_YEAST,0.44,0.62,0.53,0.27,0.5,0,0.49,0.22,2
RPC1_YEAST,0.56,0.61,0.52,0.19,0.5,0,0.52,0.32,2
RPOM_YEAST,0.47,0.56,0.46,0.5,0.5,0,0.51,0.22,3
